decile,dt,wieghted_median,wieghted_mean,wieghted_25q,wieghted_high_75q,wieghted_sd
2,2020-03-29,0.603641587373728,0.601700247186487,0.580770246937765,0.62242280541421,0.0341342891259559
5,2020-03-29,0.62567472906228,0.627460303221541,0.604252539292757,0.649873401731167,0.0332835479995551
10,2020-03-29,0.696304950948828,0.691158001384411,0.664289837194674,0.724779762843898,0.0480265249235443
8,2020-03-29,0.656290145374969,0.655172629150061,0.633668585211064,0.67669812540864,0.0345078004423407
1,2020-03-29,0.600953038468418,0.601082335561486,0.574997598216353,0.624124884635807,0.0409484207205347
3,2020-03-29,0.61563555902487,0.614717397671695,0.59672321490671,0.633998929834363,0.0341108031203165
10,2020-04-10,0.646158743003632,0.638173597306125,0.612645976106433,0.66868898119164,0.0489128662256026
9,2020-04-02,0.570349902313353,0.571677224050988,0.548794089816102,0.600350175181147,0.0385902622337351
8,2020-04-02,0.540304414680223,0.541891128347804,0.520431178084909,0.567372174943822,0.037542359379487
5,2020-04-02,0.499655962154367,0.500748078692048,0.48207947195795,0.521869233147232,0.0316103110595422
7,2020-04-02,0.522724156985318,0.523056446289661,0.499333895988486,0.548385616120048,0.0359213934304121
4,2020-03-08,0.406793085326188,0.409868747158507,0.389727727467832,0.424787136583837,0.0309599437071237
5,2020-03-08,0.411566676817148,0.413440323705166,0.396453891791046,0.426619211469985,0.0281068401563961
2,2020-04-05,0.564093584554109,0.568028933422126,0.546502718554857,0.587247746447851,0.0340476123112257
4,2020-04-05,0.583458501798624,0.582401246848915,0.56326098903926,0.603862741166294,0.0323601181953017
5,2020-04-05,0.5881362009756,0.588182663943293,0.570507279843188,0.606979680798664,0.0301334854954587
7,2020-04-05,0.609234377863188,0.608269683044332,0.584579841923573,0.629515106465959,0.0347167975848857
3,2020-04-05,0.573091446390136,0.576645099821282,0.557238515342041,0.597592667491309,0.0319106488991867
9,2020-04-05,0.648725544791314,0.647325976162139,0.627549663457782,0.669579010715156,0.0338729165915708
10,2020-04-05,0.671580154497662,0.664178195308401,0.641574922741624,0.693668283525989,0.0498444741693666
8,2020-04-05,0.622512421180364,0.624124489300486,0.606504038435939,0.645575954935579,0.0348451422432017
1,2020-04-05,0.564148052389069,0.563345208015636,0.541821880703267,0.583334308792805,0.0402500997123915
6,2020-03-29,0.640603652308976,0.638069572626451,0.6176290598295,0.656113564840767,0.033168443244685
4,2020-04-10,0.5436100060473,0.544079511472756,0.523780757705998,0.564951410983536,0.0306216502393962
6,2020-04-05,0.6043969108466,0.602216678952736,0.581086356891499,0.621418809705616,0.0332834930076061
3,2020-03-31,0.487548237038411,0.4887925722951,0.470455878856736,0.508246902125133,0.0339792044870516
1,2020-03-31,0.482753539538804,0.481927074400191,0.459801654345979,0.503855357693381,0.0405388548802759
5,2020-03-31,0.498075723180609,0.499208246500126,0.481982069883692,0.522082677125788,0.033289790254271
10,2020-03-31,0.608248451365086,0.608095719462827,0.576776772141711,0.638684261291909,0.0551002435390566
2,2020-03-31,0.47986514917281,0.479609058413688,0.458510250146713,0.499652178150551,0.0326954315828862
9,2020-03-31,0.571804769655325,0.571680478426207,0.550270489942241,0.596550328337436,0.0388945045826561
6,2020-04-18,0.498449065826821,0.496877569835811,0.47770820051373,0.519061211515528,0.0341200065683473
8,2020-04-18,0.521004810392305,0.519058019794339,0.496692330683723,0.540985374877612,0.0345798819021933
5,2020-04-18,0.48397045868667,0.488566078589192,0.471337027120818,0.508245398899812,0.0305665373785909
2,2020-04-18,0.477233233613717,0.47448199232117,0.454289206553173,0.492828191629623,0.0309638048660514
1,2020-04-18,0.466176867440187,0.467269518829919,0.45298953544467,0.482484032030038,0.0394746267748155
4,2020-04-18,0.48317597962536,0.482536748133189,0.461084813444059,0.503594820120021,0.0331899764496187
10,2020-04-18,0.580707119086744,0.578369186026809,0.543234609569868,0.61993992120256,0.0612368432068666
3,2020-04-18,0.474119308503423,0.477233825182145,0.459222186923749,0.496544916768969,0.0314492564349728
7,2020-04-18,0.509819452962285,0.507806681026107,0.487827447843588,0.526467838366949,0.0333150354787509
9,2020-04-18,0.552212489724828,0.550181390645283,0.523249388944429,0.573891964200327,0.0401256871578901
3,2020-03-09,0.280317484270229,0.280370439397255,0.263224055388553,0.297824150663367,0.0317695460301961
10,2020-03-09,0.297848418252985,0.299863526051277,0.277309004839276,0.320457740026694,0.0360449726171859
5,2020-03-09,0.282552844926409,0.282106815295475,0.260694655852008,0.301464164370136,0.0291374176289571
1,2020-03-09,0.295335679340135,0.295266192216579,0.270962351082187,0.316301394887968,0.0383949459824864
4,2020-03-09,0.283359849207735,0.28187516291115,0.264115821610854,0.302113562486803,0.0306017606972565
2,2020-03-09,0.285451638018017,0.287525633945491,0.270296207080037,0.304851496695782,0.0285731815067262
8,2020-03-09,0.278244447831485,0.279774735716453,0.255397688654857,0.300715106453898,0.0304355117251051
10,2020-04-08,0.594291068681944,0.58938264440932,0.560147539919424,0.624671133346566,0.0553874947936438
4,2020-03-21,0.519953811486876,0.517567505093743,0.494828955961266,0.537697336420966,0.0340027465945414
7,2020-03-21,0.552966299688486,0.55145688727438,0.530644291633222,0.57516018448839,0.0350460184569908
