state_name,city_name,isolated,dt,iso7
Amazonas,Manaus,0.374166068729677,2020-08-21,0.400268914984977
São Paulo,São Paulo,0.42457556836485,2020-08-21,0.417432492525801
Amazonas,Manaus,0.402357563850688,2020-08-22,0.400655745805519
São Paulo,São Paulo,0.438810353549547,2020-08-22,0.409325764142622
Amazonas,Manaus,0.472288696841285,2020-08-23,0.400412737876591
São Paulo,São Paulo,0.501171876402034,2020-08-23,0.402107667275675
Amazonas,Manaus,0.395723663347498,2020-08-24,0.398491415412546
São Paulo,São Paulo,0.397399648792947,2020-08-24,0.396312361864445
Amazonas,Manaus,0.387468471432376,2020-08-25,0.397928651757311
São Paulo,São Paulo,0.392602963481507,2020-08-25,0.396007873709856
Amazonas,Manaus,0.384793683944054,2020-08-26,0.397019901344151
São Paulo,São Paulo,0.384494935198489,2020-08-26,0.39466207490006
Amazonas,Manaus,0.385084256749259,2020-08-27,
São Paulo,São Paulo,0.382972101891234,2020-08-27,
Amazonas,Manaus,0.376873884473472,2020-08-28,
São Paulo,São Paulo,0.367828469682592,2020-08-28,
Amazonas,Manaus,0.400656508348193,2020-08-29,
São Paulo,São Paulo,0.38828367548092,2020-08-29,
Amazonas,Manaus,0.458839439592971,2020-08-30,
São Paulo,São Paulo,0.460604738523426,2020-08-30,
Amazonas,Manaus,0.391784317760856,2020-08-31,
São Paulo,São Paulo,0.395268231710821,2020-08-31,
Amazonas,Manaus,0.381107218540252,2020-09-01,
São Paulo,São Paulo,0.383182371812934,2020-09-01,
